ProductKey	sku	product_name	product_class_id	subcategory	category	department	product_family	size	brandName	supplier
220	42300001	Hot Cocoa Mix Salted Caramel	51	Chocolate	Hot Beverages	Beverages	Drink	8 pkg	Starbucks	Rowan Warehouse
221	42301001	Hot Cocoa Mix Vanilla Brulee	51	Chocolate	Hot Beverages	Beverages	Drink	8 pkg	Starbucks	Rowan Warehouse
222	42302001	Vinegar Balsamic	260	Dressings	Baking Goods	Baking Products	Food	8.5 oz	Star	Rowan Warehouse
223	42303001	Sparkling Spring Water Pomegranate Berry	52	Flavored Drinks	Drinks	Beverages	Drink	17 oz	Sparkling ICE	Rowan Warehouse
224	42304001	Soy Milk Vanilla	251	Non-dairy Milk	Drinks	Beverages	Drink	32 oz	Soy Dream	Rowan Warehouse
225	42305001	Baby Lotion Original	39	Personal Hygiene	Hygiene	Health and Hygiene	Non-Consumable	1 ct	Soft & Precious	Rowan Warehouse
226	42306001	Hair Moist Creme	39	Personal Hygiene	Hygiene	Health and Hygiene	Non-Consumable	4 oz	Soft & Precious	Rowan Warehouse
227	42307001	Hair Moisturizer Detangling	78	Conditioner	Bathroom Products	Health and Hygiene	Non-Consumable	12 oz	Soft & Precious	Rowan Warehouse
228	42308001	Tortilla Chips Original	12	Chips	Snack Foods	Snack Foods	Food	16 oz	Snyders Of Hanover	Rowan Warehouse
229	42309001	Singles To Go Diet Green Tea	52	Flavored Drinks	Drinks	Beverages	Drink	6 ct	Snapple	Rowan Warehouse
230	42310001	Singles To Go Diet Lemon	52	Flavored Drinks	Drinks	Beverages	Drink	6 ct	Snapple	Rowan Warehouse
231	42311001	Jam Grape	32	Jam	Jams and Jellies	Baking Products	Food	18 oz	Smuckers	Rowan Warehouse
232	42312001	Jam Strawberry	32	Jam	Jams and Jellies	Baking Products	Food	18 oz	Smuckers	Rowan Warehouse
233	42313001	Jelly Grape	32	Jam	Jams and Jellies	Baking Products	Food	18 oz	Smuckers	Rowan Warehouse
234	42314001	Squeeze Jelly Grape	31	Jelly	Jams and Jellies	Baking Products	Food	20 oz	Smuckers	Rowan Warehouse
235	42315001	Peanut Butter Crunchy	53	Peanut Butter	Jams and Jellies	Baking Products	Food	28 oz	Skippy	Rowan Warehouse
236	42316001	Peanut Butter Smooth	53	Peanut Butter	Jams and Jellies	Baking Products	Food	28 oz	Skippy	Rowan Warehouse
237	42317001	Pasta Sauce Tomato Basil	48	Sauces	Baking Goods	Baking Products	Food	25 oz	Simple Truth Organic	Rowan Warehouse
238	42318001	Almond Milk Original	251	Non-dairy Milk	Drinks	Beverages	Drink	.5 gal	Silk	Rowan Warehouse
239	42319001	Soymilk Light Chocolate	251	Non-dairy Milk	Drinks	Beverages	Drink	64 oz	Silk	Rowan Warehouse
240	42320001	Ship Shape Extra Lean Hamburger	65	Hamburger	Meat	Meat	Food	11.3	Ship Shape	Rowan Warehouse
241	42321001	Ship Shape Seasoned Hamburger	65	Hamburger	Meat	Meat	Food	6.26	Ship Shape	Rowan Warehouse
242	42322001	Shady Lake Rice Medly	57	Rice	Starchy Foods	Starchy Foods	Food	16.6	Shady Lake	Rowan Warehouse
243	42323001	Shady Lake Thai Rice	57	Rice	Starchy Foods	Starchy Foods	Food	8	Shady Lake	Rowan Warehouse
244	42324001	Coffee Level 3	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Seattles Best	Rowan Warehouse
245	42325001	Coffee Level 4	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Seattles Best	Rowan Warehouse
246	42326001	Coffee Level 5	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Seattles Best	Rowan Warehouse
247	42327001	All Purpose Cleaner Bleach 5-in-1	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	32 oz	Scrubbing Bubbles	Rowan Warehouse
248	42328001	Shower Automatic Refill Liquid Shower Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	34 oz	Scrubbing Bubbles	Rowan Warehouse
249	42329001	Sponges Blue	42	Sponges	Kitchen Products	Household	Non-Consumable	3 pkg	Scotch-Brite	Rowan Warehouse
250	42330001	English Muffins Original	26	Muffins	Bread	Baked Goods	Food	12 oz	Schmidt Old Tyme	Rowan Warehouse
251	42331001	Bread Amazin Raisin	27	Sliced Bread	Bread	Baked Goods	Food	20 oz	Schmidt	Rowan Warehouse
252	42332001	Tastings Medium Asiago	11	Cheese	Dairy	Dairy	Food	3.25 oz	Sargento	Rowan Warehouse
253	42333001	Tastings Parmentino	11	Cheese	Dairy	Dairy	Food	3.75 oz	Sargento	Rowan Warehouse
254	42334001	Flatbread Angus Cheeseburgers	65	Hamburger	Meat	Meat	Food	4 ct	Sandwich Bros	Rowan Warehouse
255	42335001	Flatbread Chicken Melts	100	Frozen Chicken	Meat	Frozen Foods	Food	4 ct	Sandwich Bros	Rowan Warehouse
256	42336001	Bran Flakes Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	17.3 oz	Safeway Kitchens	Rowan Warehouse
257	42337001	Coffee 100% Colombian	90	Coffee	Hot Beverages	Beverages	Drink	11 oz	Safeway Kitchens	Rowan Warehouse
258	42338001	Coffee 100% Colombian	90	Coffee	Hot Beverages	Beverages	Drink	34.5 oz	Safeway Kitchens	Rowan Warehouse
259	42339001	Coffee Classic Decaf	90	Coffee	Hot Beverages	Beverages	Drink	13 oz	Safeway Kitchens	Rowan Warehouse
260	42340001	Coffee Classic Decaf	90	Coffee	Hot Beverages	Beverages	Drink	22.6 oz	Safeway Kitchens	Rowan Warehouse
261	42341001	Coffee Classic Regular	90	Coffee	Hot Beverages	Beverages	Drink	11.5 oz	Safeway Kitchens	Rowan Warehouse
262	42342001	Coffee Classic Regular	90	Coffee	Hot Beverages	Beverages	Drink	31.5 oz	Safeway Kitchens	Rowan Warehouse
263	42343001	Coffee French Roast	90	Coffee	Hot Beverages	Beverages	Drink	11.5 oz	Safeway Kitchens	Rowan Warehouse
264	42344001	Coffee French Roast	90	Coffee	Hot Beverages	Beverages	Drink	33 oz	Safeway Kitchens	Rowan Warehouse
265	42345001	Coffee Half The Caffeine	90	Coffee	Hot Beverages	Beverages	Drink	11.5 oz	Safeway Kitchens	Rowan Warehouse
266	42346001	Corn Flakes Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	18 oz	Safeway Kitchens	Rowan Warehouse
267	42347001	Crispy Rice Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	12 oz	Safeway Kitchens	Rowan Warehouse
268	42348001	Honey Nut Toasted Oats Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	12.25 oz	Safeway Kitchens	Rowan Warehouse
269	42349001	Bread Raisin	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Safeway	Rowan Warehouse
270	42350001	Bread Texas Toast	27	Sliced Bread	Bread	Baked Goods	Food	24 oz	Safeway	Rowan Warehouse
271	42351001	Coffee Breakfast Blend	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Safeway	Rowan Warehouse
272	42352001	Coffee Buttery Caramel	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Safeway	Rowan Warehouse
273	42353001	Coffee Half Caf French	90	Coffee	Hot Beverages	Beverages	Drink	11 oz	Safeway	Rowan Warehouse
274	42354001	Juice Just Black Cherry	30	Juice	Pure Juice Beverages	Beverages	Drink	32 oz	RW Knudsen	Rowan Warehouse
275	42355001	1.00% Milk	76	Milk	Dairy	Dairy	Drink	1 gal	Rowan Dairy	Rowan Dairy
276	42356001	1.00% Milk	76	Milk	Dairy	Dairy	Drink	1/2 gal	Rowan Dairy	Rowan Dairy
277	42357001	2.00% Milk	76	Milk	Dairy	Dairy	Drink	1 gal	Rowan Dairy	Rowan Dairy
278	42358001	2.00% Milk	76	Milk	Dairy	Dairy	Drink	1/2 gal	Rowan Dairy	Rowan Dairy
279	42359001	Whole Milk Milk	76	Milk	Dairy	Dairy	Drink	1 gal	Rowan Dairy	Rowan Dairy
280	42360001	Whole Milk Milk	76	Milk	Dairy	Dairy	Drink	1/2 gal	Rowan Dairy	Rowan Dairy
281	42361001	Cola Soda	19	Soda	Carbonated Beverages	Beverages	Drink	67.6 oz	Rowan Brand	Rowan Warehouse
282	42362001	Sugar White	50	Sugar	Baking Goods	Baking Products	Food	4 lbs	Rowan	Rowan Warehouse
283	42363001	Honey Wheat Rods Pretzels	46	Pretzels	Snack Foods	Snack Foods	Food	10 oz	Rolled Gold	Rowan Warehouse
284	42364001	Peanut Butter Cups King Size	36	Chocolate Candy	Candy	Snack Foods	Food	2.8 oz	Reeses	Rowan Warehouse
285	42365001	Red Wing Counter Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	12	Red Wing	Rowan Warehouse
286	42366001	Red Wing Glass Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	7.39	Red Wing	Rowan Warehouse
287	42367001	Red Wing Room Freshener	20	Deodorizers	Cleaning Supplies	Household	Non-Consumable	13.1	Red Wing	Rowan Warehouse
288	42368001	Red Wing Toilet Bowl Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	18.3	Red Wing	Rowan Warehouse
289	42369001	Red Spade Beef Bologna	91	Bologna	Meat	Deli	Food	9.3	Red Spade	Rowan Warehouse
290	42370001	Red Spade Chicken Hot Dogs	81	Hot Dogs	Meat	Deli	Food	18.2	Red Spade	Rowan Warehouse
291	42371001	Red Spade Cole Slaw	16	Deli Salads	Side Dishes	Deli	Food	6.82	Red Spade	Rowan Warehouse
292	42372001	Red Spade Corned Beef	8	Deli Meats	Meat	Deli	Food	17.2	Red Spade	Rowan Warehouse
293	42373001	Red Spade Foot-Long Hot Dogs	81	Hot Dogs	Meat	Deli	Food	14	Red Spade	Rowan Warehouse
294	42374001	Red Spade Low Fat Bologna	91	Bologna	Meat	Deli	Food	8.89	Red Spade	Rowan Warehouse
295	42375001	Red Spade Low Fat Cole Slaw	16	Deli Salads	Side Dishes	Deli	Food	14.7	Red Spade	Rowan Warehouse
296	42376001	Red Spade Pimento Loaf	91	Bologna	Meat	Deli	Food	12.1	Red Spade	Rowan Warehouse
297	42377001	Red Spade Potato Salad	16	Deli Salads	Side Dishes	Deli	Food	14.8	Red Spade	Rowan Warehouse
298	42378001	Red Spade Roasted Chicken	77	Fresh Chicken	Meat	Deli	Food	20.7	Red Spade	Rowan Warehouse
299	42379001	Red Spade Sliced Chicken	8	Deli Meats	Meat	Deli	Food	17.1	Red Spade	Rowan Warehouse
300	42380001	Red Spade Sliced Ham	8	Deli Meats	Meat	Deli	Food	5.13	Red Spade	Rowan Warehouse
301	42381001	Red Spade Sliced Turkey	8	Deli Meats	Meat	Deli	Food	16.1	Red Spade	Rowan Warehouse
302	42382001	Red Spade Turkey Hot Dogs	81	Hot Dogs	Meat	Deli	Food	4.15	Red Spade	Rowan Warehouse
303	42383001	Stone Wheat Thins Original	82	Crackers	Snack Foods	Snack Foods	Food	10.6 oz	Red Oval Farms	Rowan Warehouse
304	42384001	Just Black Cherry Juice	30	Juice	Pure Juice Beverages	Beverages	Drink	32 oz	R.W. Knudsen	Rowan Warehouse
305	42385001	Quick Extra Lean Hamburger	65	Hamburger	Meat	Meat	Food	17.8	Quick	Rowan Warehouse
306	42386001	Quick Seasoned Hamburger	65	Hamburger	Meat	Meat	Food	14.6	Quick	Rowan Warehouse
307	42387001	Apple Nut Harvest Real Medley Bars	252	Snack Bars	Snack Foods	Snack Foods	Food	6.7 oz	Quaker	Rowan Warehouse
308	42388001	Cherry Pistachio Real Medley Bars	252	Snack Bars	Snack Foods	Snack Foods	Food	6.7 oz	Quaker	Rowan Warehouse
309	42389001	Granola Bars Chewy Chocolate Chip	252	Snack Bars	Snack Foods	Snack Foods	Food	6 pkg	Quaker	Rowan Warehouse
310	42390001	Life Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	13 oz	Quaker	Rowan Warehouse
311	42391001	Life Cinnamon Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	13 oz	Quaker	Rowan Warehouse
312	42392001	Ohs Honey Graham Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	10.5 oz	Quaker	Rowan Warehouse
313	42393001	Peach Almond Real Medley Bars	252	Snack Bars	Snack Foods	Snack Foods	Food	6.7 oz	Quaker	Rowan Warehouse
314	42394001	Yogurt Strawberry Chewy Granola Bars	252	Snack Bars	Snack Foods	Snack Foods	Food	6.1 oz	Quaker	Rowan Warehouse
315	42395001	Sausage Pork	253	Pork	Meat	Deli	Food	1 lbs	Purnell	Rowan Warehouse
316	42396001	Lettuce Head	13	Fresh Vegetables	Vegetables	Produce	Food	1 ct	Produce	Rowan Warehouse
317	42397001	Turnip Greens Vegetables	13	Fresh Vegetables	Vegetables	Produce	Food	1 lbs	Produce	Rowan Warehouse
318	42398001	Mocha Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Private Selection	Rowan Warehouse
319	42399001	Bacon Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.6 oz	Pringles	Rowan Warehouse
320	42400001	BBQ Grab & Go	12	Chips	Snack Foods	Snack Foods	Food	2.5 oz	Pringles	Rowan Warehouse
321	42401001	BBQ Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
322	42402001	Buffalo Ranch Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
323	42403001	Cheddar & Sour Cream Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
324	42404001	Cheddar Cheese Grab & Go	12	Chips	Snack Foods	Snack Foods	Food	2.5 oz	Pringles	Rowan Warehouse
325	42405001	Cheddar Cheese Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
326	42406001	Cheese Burger Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
327	42407001	Honey Butter Stix	12	Chips	Snack Foods	Snack Foods	Food	4.88 oz	Pringles	Rowan Warehouse
328	42408001	Honey Mustard Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
329	42409001	Jalapeno Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
330	42410001	Lightly Salted Cheddar Cheese Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
331	42411001	Lightly Salted Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
332	42412001	Loaded Baked Potato Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
333	42413001	Loud Fiery Chili Lime Corn Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.4 oz	Pringles	Rowan Warehouse
334	42414001	Loud Mighty Margherita Pizza Grain & Vegetable Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.1 oz	Pringles	Rowan Warehouse
335	42415001	Loud Salsa Fiesta Corn Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.4 oz	Pringles	Rowan Warehouse
336	42416001	Loud Spicy Queso Corn Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.4 oz	Pringles	Rowan Warehouse
337	42417001	Loud Super Cheesy Italian Grain & Vegetable Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.1 oz	Pringles	Rowan Warehouse
338	42418001	Memphis BBQ Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
339	42419001	Mixed Flavors Snack Stacks	12	Chips	Snack Foods	Snack Foods	Food	24 ct	Pringles	Rowan Warehouse
340	42420001	Original Fat Free Potato Chips	12	Chips	Snack Foods	Snack Foods	Food	5.43 oz	Pringles	Rowan Warehouse
341	42421001	Original Grab & Go	12	Chips	Snack Foods	Snack Foods	Food	2.36 oz	Pringles	Rowan Warehouse
342	42422001	Original Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	12 ct	Pringles	Rowan Warehouse
343	42423001	Original Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.2 oz	Pringles	Rowan Warehouse
344	42424001	Pizza Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
345	42425001	Pizza Stix	12	Chips	Snack Foods	Snack Foods	Food	4.88 ct	Pringles	Rowan Warehouse
346	42426001	Ranch Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
347	42427001	Reduced Fat Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
348	42428001	Reduced Fat Sour Cream & Onion Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.2 oz	Pringles	Rowan Warehouse
349	42429001	Salt & Vinegar Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
350	42430001	Screamin Dill Pickle Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
351	42431001	Sour Cream & Onion Grab & Go	12	Chips	Snack Foods	Snack Foods	Food	2.5 oz	Pringles	Rowan Warehouse
352	42432001	Sour Cream & Onion Potato Crisps	12	Chips	Snack Foods	Snack Foods	Food	5.5 oz	Pringles	Rowan Warehouse
353	42433001	Sour Cream & Onion Stacks	12	Chips	Snack Foods	Snack Foods	Food	12 ct	Pringles	Rowan Warehouse
354	42434001	Variety Pack Grab & Go	12	Chips	Snack Foods	Snack Foods	Food	15 ct	Pringles	Rowan Warehouse
355	42435001	Zero Fruit Punch	52	Flavored Drinks	Drinks	Beverages	Drink	32 oz	Powerade	Rowan Warehouse
356	42436001	Zero Grape	52	Flavored Drinks	Drinks	Beverages	Drink	32 oz	Powerade	Rowan Warehouse
357	42437001	Zero Mixed Berry	52	Flavored Drinks	Drinks	Beverages	Drink	32 oz	Powerade	Rowan Warehouse
358	42438001	Zero Orange	52	Flavored Drinks	Drinks	Beverages	Drink	32 oz	Powerade	Rowan Warehouse
359	42439001	Fruity Pebbles Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	15 oz	Post	Rowan Warehouse
360	42440001	Great Grains Crunchy Pecan Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	16 oz	Post	Rowan Warehouse
361	42441001	Great Grains Date Pecan Raisin Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	16 oz	Post	Rowan Warehouse
362	42442001	Honey Bunches Of Oat Honey Roasted Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	18 oz	Post	Rowan Warehouse
363	42443001	Honey Bunches Of Oats Almond Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	14.5 oz	Post	Rowan Warehouse
364	42444001	Honey Bunches Of Oats Greek Honey Crunch Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	12.5 oz	Post	Rowan Warehouse
365	42445001	Honey Bunches Of Oats Honet Roasted Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	14.5 oz	Post	Rowan Warehouse
366	42446001	Honey Bunches Of Oats Honey Roasted Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	48 oz	Post	Rowan Warehouse
367	42447001	Honey Bunches Of Oats Morning Energy Chocolate Almond Crunch Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	12.5 oz	Post	Rowan Warehouse
368	42448001	Honey Bunches Of Oats Morning Energy Cinnamon Crunch Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	12.5 oz	Post	Rowan Warehouse
369	42449001	Honey Bunches Of Oats Strawberry Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	13 oz	Post	Rowan Warehouse
370	42450001	Honey Bunches Of Oats With Almonds Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	18 oz	Post	Rowan Warehouse
371	42451001	Pleasant Beef Soup	58	Soup	Canned Soup	Canned Foods	Food	14.8	Pleasant	Rowan Warehouse
372	42452001	Pleasant Canned Beets	62	Canned Vegetables	Vegetables	Canned Foods	Food	7.71	Pleasant	Rowan Warehouse
373	42453001	Pleasant Canned Peas	62	Canned Vegetables	Vegetables	Canned Foods	Food	17.8	Pleasant	Rowan Warehouse
374	42454001	Pleasant Canned String Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	6.5	Pleasant	Rowan Warehouse
375	42455001	Pleasant Canned Tomatos	62	Canned Vegetables	Vegetables	Canned Foods	Food	3.11	Pleasant	Rowan Warehouse
376	42456001	Pleasant Canned Tuna in Oil	93	Tuna	Canned Tuna	Canned Foods	Food	5.9	Pleasant	Rowan Warehouse
377	42457001	Pleasant Canned Tuna in Water	93	Tuna	Canned Tuna	Canned Foods	Food	3.4	Pleasant	Rowan Warehouse
378	42458001	Pleasant Canned Yams	62	Canned Vegetables	Vegetables	Canned Foods	Food	8.5	Pleasant	Rowan Warehouse
379	42459001	Pleasant Chicken Noodle Soup	58	Soup	Canned Soup	Canned Foods	Food	19.2	Pleasant	Rowan Warehouse
380	42460001	Pleasant Chicken Ramen Soup	58	Soup	Canned Soup	Canned Foods	Food	19.2	Pleasant	Rowan Warehouse
381	42461001	Pleasant Chicken Soup	58	Soup	Canned Soup	Canned Foods	Food	18.5	Pleasant	Rowan Warehouse
382	42462001	Pleasant Creamed Corn	62	Canned Vegetables	Vegetables	Canned Foods	Food	8	Pleasant	Rowan Warehouse
383	42463001	Pleasant Noodle Soup	58	Soup	Canned Soup	Canned Foods	Food	16.2	Pleasant	Rowan Warehouse
384	42464001	Pleasant Regular Ramen Soup	58	Soup	Canned Soup	Canned Foods	Food	9.5	Pleasant	Rowan Warehouse
385	42465001	Pleasant Rice Soup	58	Soup	Canned Soup	Canned Foods	Food	12	Pleasant	Rowan Warehouse
386	42466001	Pleasant Turkey Noodle Soup	58	Soup	Canned Soup	Canned Foods	Food	12.5	Pleasant	Rowan Warehouse
387	42467001	Pleasant Vegetable Soup	58	Soup	Canned Soup	Canned Foods	Food	18.5	Pleasant	Rowan Warehouse
388	42468001	Plato Brown Sugar	50	Sugar	Baking Goods	Baking Products	Food	8.19	Plato	Rowan Warehouse
389	42469001	Plato Canola Oil	49	Cooking Oil	Baking Goods	Baking Products	Food	6.94	Plato	Rowan Warehouse
390	42470001	Plato Chunky Peanut Butter	53	Peanut Butter	Jams and Jellies	Baking Products	Food	9	Plato	Rowan Warehouse
391	42471001	Plato Corn Oil	49	Cooking Oil	Baking Goods	Baking Products	Food	10.3	Plato	Rowan Warehouse
392	42472001	Plato Creamy Peanut Butter	53	Peanut Butter	Jams and Jellies	Baking Products	Food	17.2	Plato	Rowan Warehouse
393	42473001	Plato Extra Chunky Peanut Butter	53	Peanut Butter	Jams and Jellies	Baking Products	Food	16.2	Plato	Rowan Warehouse
394	42474001	Plato Oregano	4	Spices	Baking Goods	Baking Products	Food	14.6	Plato	Rowan Warehouse
395	42475001	Plato Pepper	4	Spices	Baking Goods	Baking Products	Food	13.5	Plato	Rowan Warehouse
396	42476001	Plato Salt	4	Spices	Baking Goods	Baking Products	Food	13.8	Plato	Rowan Warehouse
397	42477001	Plato Sesame Oil	49	Cooking Oil	Baking Goods	Baking Products	Food	19.7	Plato	Rowan Warehouse
398	42478001	Plato Vegetable Oil	49	Cooking Oil	Baking Goods	Baking Products	Food	12.5	Plato	Rowan Warehouse
399	42479001	Plato White Sugar	50	Sugar	Baking Goods	Baking Products	Food	9.39	Plato	Rowan Warehouse
400	42480001	Grands Biscuits Buttermilk	249	Biscuits	Bread	Baked Goods	Food	20 ct	Pillsbury	Rowan Warehouse
401	42481001	Grands Biscuits Flaky Layers Buttermilk	249	Biscuits	Bread	Baked Goods	Food	16.3 oz	Pillsbury	Rowan Warehouse
402	42482001	Grands Biscuits Southern Homestyle Buttermilk	249	Biscuits	Bread	Baked Goods	Food	10.2 oz	Pillsbury	Rowan Warehouse
403	42483001	Grands Biscuits Southern Homestyle Buttermilk	249	Biscuits	Bread	Baked Goods	Food	16.3 oz	Pillsbury	Rowan Warehouse
404	42484001	Grands Junior Biscuits Flaky Layers Buttermilk	249	Biscuits	Bread	Baked Goods	Food	6 oz	Pillsbury	Rowan Warehouse
405	42485001	PigTail Beef TV Dinner	10	TV Dinner	Frozen Entrees	Frozen Foods	Food	13.5	PigTail	Rowan Warehouse
406	42486001	PigTail Chicken TV Dinner	10	TV Dinner	Frozen Entrees	Frozen Foods	Food	16.3	PigTail	Rowan Warehouse
407	42487001	PigTail Fajita French Fries	63	French Fries	Vegetables	Frozen Foods	Food	4.88	PigTail	Rowan Warehouse
408	42488001	PigTail Frozen Broccoli	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	8.19	PigTail	Rowan Warehouse
409	42489001	PigTail Frozen Carrots	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	4.98	PigTail	Rowan Warehouse
410	42490001	PigTail Frozen Cauliflower	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	5.76	PigTail	Rowan Warehouse
411	42491001	PigTail Frozen Cheese Pizza	64	Pizza	Pizza	Frozen Foods	Food	9.6	PigTail	Rowan Warehouse
412	42492001	PigTail Frozen Chicken Breast	100	Frozen Chicken	Meat	Frozen Foods	Food	10.5	PigTail	Rowan Warehouse
413	42493001	PigTail Frozen Chicken Thighs	100	Frozen Chicken	Meat	Frozen Foods	Food	17.5	PigTail	Rowan Warehouse
414	42494001	PigTail Frozen Chicken Wings	100	Frozen Chicken	Meat	Frozen Foods	Food	5.35	PigTail	Rowan Warehouse
